Method 1 vs Method 2,Method 1 vs Method 3,Method 1 vs Method 4,Method 1 vs Method 5,Method 2 vs Method 3,Method 2 vs Method 4,Method 2 vs Method 5,Method 3 vs Method 4,Method 3 vs Method 5,Method 4 vs Method 5
0.3125,0.3125,0.125,0.125,0.8125,0.625,0.625,0.625,0.4375,0.625
